A	Part of speech: adjective
VA.AMS3S	Part of speech: verb, 1st aorist active<br />Tense: aorist<br />Voice: middle<br />Person: third<br />Number: singular
V.AAN	Part of speech: verb<br />Tense: aorist<br />Voice: active
V.AAO3P	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Person: third<br />Number: plural
V.AAO3S	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Person: third<br />Number: singular
V.AAPAPF	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: accusative<br />Number: plural<br />Participle Gender: feminine
V.AAPAPM	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: accusative<br />Number: plural<br />Participle Gender: masculine
V.AAPAPN	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: accusative<br />Number: plural<br />Participle Gender: neuter
V.AAPASF	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: accusative<br />Participle Number: singular<br />Participle Gender: feminine
V.AAPASM	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: accusative<br />Participle Number: singular<br />Participle Gender: masculine
V.AAPASN	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: accusative<br />Participle Number: singular<br />Participle Gender: neuter
VA.APD2P	Part of speech: verb, 1st aorist active<br />Tense: aorist<br />Voice: passive<br />Person: second<br />Number: plural
VA.APD3S	Part of speech: verb, 1st aorist active<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: singular
V.AAPDPF	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: dative<br />Number: plural<br />Participle Gender: feminine
V.AAPDPM	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: dative<br />Number: plural<br />Participle Gender: masculine
V.AAPDSF	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: dative<br />Participle Number: singular<br />Participle Gender: feminine
V.AAPDSM	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: dative<br />Participle Number: singular<br />Participle Gender: masculine
V.AAPGPM	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: genitive<br />Number: plural<br />Participle Gender: masculine
V.AAPGSF	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: genitive<br />Participle Number: singular<br />Participle Gender: feminine
V.AAPGSM	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: genitive<br />Participle Number: singular<br />Participle Gender: masculine
V.AAPGSN	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: genitive<br />Participle Number: singular<br />Participle Gender: neuter
VA.API3S	Part of speech: verb, 1st aorist active<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: singular
VA.APN	Part of speech: verb, 1st aorist active<br />Tense: aorist<br />Voice: passive
V.AAPNPF	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: nominative<br />Number: plural<br />Participle Gender: feminine
V.AAPNPM	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: nominative<br />Number: plural<br />Participle Gender: masculine
V.AAPNPN	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: nominative<br />Number: plural<br />Participle Gender: neuter
V.AAPNSF	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: nominative<br />Participle Number: singular<br />Participle Gender: feminine
V.AAPNSM	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: nominative<br />Participle Number: singular<br />Participle Gender: masculine
V.AAPNSN	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Participle Case: nominative<br />Participle Number: singular<br />Participle Gender: neuter
VA.APPGS	Part of speech: verb, 1st aorist active<br />Tense: aorist<br />Voice: passive<br />Participle Case: genitive<br />Participle Number: singular
VA.APPNS	Part of speech: verb, 1st aorist active<br />Tense: aorist<br />Voice: passive<br />Participle Case: nominative<br />Participle Number: singular
V.AAS1P	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Person: first<br />Number: plural
V.AAS1S	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Person: first<br />Number: singular
V.AAS2P	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Person: second<br />Number: plural
V.AAS2S	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Person: second<br />Number: singular
V.AAS3P	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Person: third<br />Number: plural
V.AAS3S	Part of speech: verb<br />Tense: aorist<br />Voice: active<br />Person: third<br />Number: singular
VAI.AAD2P	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active<br />Person: second<br />Number: plural
VAI.AAI1P	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active<br />Person: first<br />Number: plural
VAI.AAI1S	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active<br />Person: first<br />Number: singular
VAI.AAI2P	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active<br />Person: second<br />Number: plural
VAI.AAI2S	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active<br />Person: second<br />Number: singular
VAI.AAI3P	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active<br />Person: third<br />Number: plural
VAI.AAI3S	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active<br />Person: third<br />Number: singular
VAI.AAN	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active
VAI.AAO3P	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active<br />Person: third<br />Number: plural
VAI.AAPGS	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active<br />Participle Case: genitive<br />Participle Number: singular
VAI.AAPNP	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active<br />Participle Case: nominative<br />Number: plural
VAI.AAPNS	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active<br />Participle Case: nominative<br />Participle Number: singular
VAI.AAS2P	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active<br />Person: second<br />Number: plural
VAI.AAS3P	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: active<br />Person: third<br />Number: plural
VAI.AMD2P	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: middle<br />Person: second<br />Number: plural
VAI.AMI1P	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: middle<br />Person: first<br />Number: plural
VAI.AMI1S	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: middle<br />Person: first<br />Number: singular
VAI.AMI2P	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: middle<br />Person: second<br />Number: plural
VAI.AMI2S	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: middle<br />Person: second<br />Number: singular
VAI.AMI3P	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: middle<br />Person: third<br />Number: plural
VAI.AMI3S	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: middle<br />Person: third<br />Number: singular
VAI.AMPAP	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: middle<br />Participle Case: accusative<br />Number: plural
VAI.AMPNP	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: middle<br />Participle Case: nominative<br />Number: plural
VAI.API1S	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: passive<br />Person: first<br />Number: singular
VAI.API3S	Part of speech: verb, 1st aorist active, augmented<br />Tense: aorist<br />Voice: passive<br />Person: third<br />Number: singular
VAI.IAI3P	Part of speech: verb, 1st aorist active, augmented<br />Tense: imperfect<br />Voice: active<br />Mood: indicative<br />Person: third<br />Number: plural
VA.IMI3S	Part of speech: verb, 1st aorist active<br />Tense: imperfect<br />Voice: middle<br />Mood: indicative<br />Person: third<br />Number: singular
V.AMD2P	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: second<br />Number: plural
V.AMD2S	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: second<br />Number: singular
V.AMD3P	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: third<br />Number: plural
V.AMD3S	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: third<br />Number: singular
V.AMI1P	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: first<br />Number: plural
V.AMI1S	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: first<br />Number: singular
V.AMI2P	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: second<br />Number: plural
V.AMI2S	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: second<br />Number: singular
V.AMI3P	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: third<br />Number: plural
V.AMI3S	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: third<br />Number: singular
V.AMN	Part of speech: verb<br />Tense: aorist<br />Voice: middle
V.AMO1S	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: first<br />Number: singular
V.AMO3S	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: third<br />Number: singular
V.AMPAPM	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: accusative<br />Number: plural<br />Participle Gender: masculine
V.AMPAPN	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: accusative<br />Number: plural<br />Participle Gender: neuter
V.AMPASF	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: accusative<br />Participle Number: singular<br />Participle Gender: feminine
V.AMPASM	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: accusative<br />Participle Number: singular<br />Participle Gender: masculine
V.AMPASN	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: accusative<br />Participle Number: singular<br />Participle Gender: neuter
V.AMPDPM	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: dative<br />Number: plural<br />Participle Gender: masculine
V.AMPDPN	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: dative<br />Number: plural<br />Participle Gender: neuter
V.AMPGPF	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: genitive<br />Number: plural<br />Participle Gender: feminine
V.AMPGPM	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: genitive<br />Number: plural<br />Participle Gender: masculine
V.AMPGPN	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: genitive<br />Number: plural<br />Participle Gender: neuter
V.AMPGSF	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: genitive<br />Participle Number: singular<br />Participle Gender: feminine
V.AMPGSM	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: genitive<br />Participle Number: singular<br />Participle Gender: masculine
V.AMPGSN	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: genitive<br />Participle Number: singular<br />Participle Gender: neuter
V.AMPNPF	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: nominative<br />Number: plural<br />Participle Gender: feminine
V.AMPNPM	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: nominative<br />Number: plural<br />Participle Gender: masculine
V.AMPNSF	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: nominative<br />Participle Number: singular<br />Participle Gender: feminine
V.AMPNSM	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: nominative<br />Participle Number: singular<br />Participle Gender: masculine
V.AMPNSN	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Participle Case: nominative<br />Participle Number: singular<br />Participle Gender: neuter
V.AMS1P	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: first<br />Number: plural
V.AMS1S	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: first<br />Number: singular
V.AMS2P	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: second<br />Number: plural
V.AMS2S	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: second<br />Number: singular
V.AMS3P	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: third<br />Number: plural
V.AMS3S	Part of speech: verb<br />Tense: aorist<br />Voice: middle<br />Person: third<br />Number: singular
VA.PAI1P	Part of speech: verb, 1st aorist active<br />Tense: present<br />Voice: active<br />Mood: participle<br />Person: first<br />Number: plural
